League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Standard,2022-10-31,Warlord's Exalted Orb,Chaos Orb,148.79926,High,3.19,No,Yes
Standard,2022-11-01,Warlord's Exalted Orb,Chaos Orb,145.82317,High,3.19,No,Yes
Standard,2022-11-02,Warlord's Exalted Orb,Chaos Orb,149.33333,High,3.19,No,Yes
Standard,2022-11-03,Warlord's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-11-04,Warlord's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-11-05,Warlord's Exalted Orb,Chaos Orb,151.64706,High,3.19,No,Yes
Standard,2022-11-06,Warlord's Exalted Orb,Chaos Orb,153.88886,High,3.19,No,Yes
Standard,2022-11-07,Warlord's Exalted Orb,Chaos Orb,142.30769,High,3.19,No,Yes
Standard,2022-11-08,Warlord's Exalted Orb,Chaos Orb,150.0,High,3.19,No,Yes
Standard,2022-11-09,Warlord's Exalted Orb,Chaos Orb,139.77299,High,3.19,No,Yes
Standard,2022-11-10,Warlord's Exalted Orb,Chaos Orb,138.06175,High,3.19,No,Yes
Standard,2022-11-11,Warlord's Exalted Orb,Chaos Orb,150.42105,High,3.19,No,Yes
Standard,2022-11-12,Warlord's Exalted Orb,Chaos Orb,143.33333,High,3.19,No,Yes
Standard,2022-11-13,Warlord's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-14,Warlord's Exalted Orb,Chaos Orb,130.32456,High,3.19,No,Yes
Standard,2022-11-15,Warlord's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-16,Warlord's Exalted Orb,Chaos Orb,139.90764,High,3.19,No,Yes
Standard,2022-11-17,Warlord's Exalted Orb,Chaos Orb,139.92045,High,3.19,No,Yes
Standard,2022-11-18,Warlord's Exalted Orb,Chaos Orb,131.0,High,3.19,No,Yes
Standard,2022-11-19,Warlord's Exalted Orb,Chaos Orb,133.5,High,3.19,No,Yes
Standard,2022-11-20,Warlord's Exalted Orb,Chaos Orb,136.36143,High,3.19,No,Yes
Standard,2022-11-21,Warlord's Exalted Orb,Chaos Orb,138.07395,High,3.19,No,Yes
Standard,2022-11-22,Warlord's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-23,Warlord's Exalted Orb,Chaos Orb,138.33333,High,3.19,No,Yes
Standard,2022-11-24,Warlord's Exalted Orb,Chaos Orb,129.88087,High,3.19,No,Yes
Standard,2022-11-25,Warlord's Exalted Orb,Chaos Orb,129.652,High,3.19,No,Yes
Standard,2022-11-26,Warlord's Exalted Orb,Chaos Orb,130.1,High,3.19,No,Yes
Standard,2022-11-27,Warlord's Exalted Orb,Chaos Orb,128.817,High,3.19,No,Yes
Standard,2022-11-28,Warlord's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-29,Warlord's Exalted Orb,Chaos Orb,145.86,High,3.19,No,Yes
Standard,2022-11-30,Warlord's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-12-01,Warlord's Exalted Orb,Chaos Orb,142.91158,High,3.19,No,Yes
Standard,2022-12-02,Warlord's Exalted Orb,Chaos Orb,138.90977,High,3.19,No,Yes
Standard,2022-12-03,Warlord's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-12-04,Warlord's Exalted Orb,Chaos Orb,136.44444,High,3.19,No,Yes
Standard,2022-12-05,Warlord's Exalted Orb,Chaos Orb,140.18333,High,3.19,No,Yes
Standard,2022-12-06,Warlord's Exalted Orb,Chaos Orb,149.83333,High,3.19,No,Yes
Standard,2022-08-19,Hunter's Exalted Orb,Chaos Orb,299.91176,High,3.19,No,Yes
Standard,2022-08-20,Hunter's Exalted Orb,Chaos Orb,232.88121,High,3.19,No,Yes
Standard,2022-08-21,Hunter's Exalted Orb,Chaos Orb,207.76242,High,3.19,No,Yes
Standard,2022-08-22,Hunter's Exalted Orb,Chaos Orb,199.5,High,3.19,No,Yes
Standard,2022-08-23,Hunter's Exalted Orb,Chaos Orb,176.84211,High,3.19,No,Yes
Standard,2022-08-24,Hunter's Exalted Orb,Chaos Orb,141.0,High,3.19,No,Yes
Standard,2022-08-25,Hunter's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-08-26,Hunter's Exalted Orb,Chaos Orb,150.53913,High,3.19,No,Yes
Standard,2022-08-27,Hunter's Exalted Orb,Chaos Orb,125.45646,High,3.19,No,Yes
Standard,2022-08-28,Hunter's Exalted Orb,Chaos Orb,143.79009,High,3.19,No,Yes
Standard,2022-08-29,Hunter's Exalted Orb,Chaos Orb,150.0,High,3.19,No,Yes
Standard,2022-08-30,Hunter's Exalted Orb,Chaos Orb,108.36842,High,3.19,No,Yes
Standard,2022-08-31,Hunter's Exalted Orb,Chaos Orb,144.95089,High,3.19,No,Yes
Standard,2022-09-01,Hunter's Exalted Orb,Chaos Orb,120.5,High,3.19,No,Yes
Standard,2022-09-02,Hunter's Exalted Orb,Chaos Orb,145.0,High,3.19,No,Yes
Standard,2022-09-03,Hunter's Exalted Orb,Chaos Orb,142.1,High,3.19,No,Yes
Standard,2022-09-04,Hunter's Exalted Orb,Chaos Orb,145.88346,Medium,3.19,No,Yes
Standard,2022-09-05,Hunter's Exalted Orb,Chaos Orb,413.05556,Low,3.19,No,Yes
Standard,2022-09-06,Hunter's Exalted Orb,Chaos Orb,205.88235,Medium,3.19,No,Yes
Standard,2022-09-07,Hunter's Exalted Orb,Chaos Orb,205.88235,Medium,3.19,No,Yes
Standard,2022-09-08,Hunter's Exalted Orb,Chaos Orb,397.33328,High,3.19,No,Yes
Standard,2022-09-09,Hunter's Exalted Orb,Chaos Orb,388.93938,High,3.19,No,Yes
Standard,2022-09-10,Hunter's Exalted Orb,Chaos Orb,397.44868,High,3.19,No,Yes
Standard,2022-09-11,Hunter's Exalted Orb,Chaos Orb,399.74836,High,3.19,No,Yes
Standard,2022-09-12,Hunter's Exalted Orb,Chaos Orb,320.0,High,3.19,No,Yes
Standard,2022-09-13,Hunter's Exalted Orb,Chaos Orb,317.88235,High,3.19,No,Yes
Standard,2022-09-14,Hunter's Exalted Orb,Chaos Orb,245.27468,High,3.19,No,Yes
Standard,2022-09-15,Hunter's Exalted Orb,Chaos Orb,304.8296,High,3.19,No,Yes
Standard,2022-09-16,Hunter's Exalted Orb,Chaos Orb,315.07371,High,3.19,No,Yes
Standard,2022-09-17,Hunter's Exalted Orb,Chaos Orb,313.97619,High,3.19,No,Yes
Standard,2022-09-18,Hunter's Exalted Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-09-19,Hunter's Exalted Orb,Chaos Orb,313.6472,High,3.19,No,Yes
Standard,2022-09-20,Hunter's Exalted Orb,Chaos Orb,310.55385,High,3.19,No,Yes
Standard,2022-09-21,Hunter's Exalted Orb,Chaos Orb,311.77422,High,3.19,No,Yes
Standard,2022-09-22,Hunter's Exalted Orb,Chaos Orb,312.0,High,3.19,No,Yes
Standard,2022-09-23,Hunter's Exalted Orb,Chaos Orb,313.66667,High,3.19,No,Yes
Standard,2022-09-24,Hunter's Exalted Orb,Chaos Orb,313.33833,High,3.19,No,Yes
Standard,2022-09-25,Hunter's Exalted Orb,Chaos Orb,305.87989,High,3.19,No,Yes
Standard,2022-09-26,Hunter's Exalted Orb,Chaos Orb,314.0,High,3.19,No,Yes
Standard,2022-09-27,Hunter's Exalted Orb,Chaos Orb,312.0,High,3.19,No,Yes
Standard,2022-09-28,Hunter's Exalted Orb,Chaos Orb,304.33333,High,3.19,No,Yes
Standard,2022-09-29,Hunter's Exalted Orb,Chaos Orb,311.36969,High,3.19,No,Yes
Standard,2022-09-30,Hunter's Exalted Orb,Chaos Orb,310.1025,High,3.19,No,Yes
Standard,2022-10-01,Hunter's Exalted Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-10-02,Hunter's Exalted Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-10-03,Hunter's Exalted Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-10-04,Hunter's Exalted Orb,Chaos Orb,309.82018,High,3.19,No,Yes
Standard,2022-10-05,Hunter's Exalted Orb,Chaos Orb,306.51299,High,3.19,No,Yes
Standard,2022-10-06,Hunter's Exalted Orb,Chaos Orb,304.18215,High,3.19,No,Yes
Standard,2022-10-07,Hunter's Exalted Orb,Chaos Orb,233.625,High,3.19,No,Yes
Standard,2022-10-08,Hunter's Exalted Orb,Chaos Orb,300.0,High,3.19,No,Yes
Standard,2022-10-09,Hunter's Exalted Orb,Chaos Orb,291.17647,High,3.19,No,Yes
Standard,2022-10-10,Hunter's Exalted Orb,Chaos Orb,300.06045,High,3.19,No,Yes
Standard,2022-10-11,Hunter's Exalted Orb,Chaos Orb,301.57032,High,3.19,No,Yes
Standard,2022-10-12,Hunter's Exalted Orb,Chaos Orb,299.23428,High,3.19,No,Yes
Standard,2022-10-13,Hunter's Exalted Orb,Chaos Orb,309.21053,High,3.19,No,Yes
Standard,2022-10-14,Hunter's Exalted Orb,Chaos Orb,305.0,High,3.19,No,Yes
Standard,2022-10-15,Hunter's Exalted Orb,Chaos Orb,294.5,High,3.19,No,Yes
Standard,2022-10-16,Hunter's Exalted Orb,Chaos Orb,290.87562,High,3.19,No,Yes
Standard,2022-10-17,Hunter's Exalted Orb,Chaos Orb,248.49439,High,3.19,No,Yes
Standard,2022-10-18,Hunter's Exalted Orb,Chaos Orb,228.67226,High,3.19,No,Yes
Standard,2022-10-19,Hunter's Exalted Orb,Chaos Orb,243.95827,High,3.19,No,Yes
Standard,2022-10-20,Hunter's Exalted Orb,Chaos Orb,252.14284,High,3.19,No,Yes
Standard,2022-10-21,Hunter's Exalted Orb,Chaos Orb,279.82535,High,3.19,No,Yes
Standard,2022-10-22,Hunter's Exalted Orb,Chaos Orb,251.45102,High,3.19,No,Yes
Standard,2022-10-23,Hunter's Exalted Orb,Chaos Orb,268.4625,High,3.19,No,Yes
Standard,2022-10-24,Hunter's Exalted Orb,Chaos Orb,178.66426,High,3.19,No,Yes
Standard,2022-10-25,Hunter's Exalted Orb,Chaos Orb,251.13,High,3.19,No,Yes
Standard,2022-10-26,Hunter's Exalted Orb,Chaos Orb,245.75499,High,3.19,No,Yes
Standard,2022-10-27,Hunter's Exalted Orb,Chaos Orb,236.99826,High,3.19,No,Yes
Standard,2022-10-28,Hunter's Exalted Orb,Chaos Orb,230.99996,High,3.19,No,Yes
Standard,2022-10-29,Hunter's Exalted Orb,Chaos Orb,226.05588,High,3.19,No,Yes
Standard,2022-10-30,Hunter's Exalted Orb,Chaos Orb,231.5669,High,3.19,No,Yes
Standard,2022-10-31,Hunter's Exalted Orb,Chaos Orb,236.34044,High,3.19,No,Yes
Standard,2022-11-01,Hunter's Exalted Orb,Chaos Orb,239.75,High,3.19,No,Yes
Standard,2022-11-02,Hunter's Exalted Orb,Chaos Orb,275.55699,High,3.19,No,Yes
Standard,2022-11-03,Hunter's Exalted Orb,Chaos Orb,243.95825,High,3.19,No,Yes
Standard,2022-11-04,Hunter's Exalted Orb,Chaos Orb,242.64857,High,3.19,No,Yes
Standard,2022-11-05,Hunter's Exalted Orb,Chaos Orb,294.82943,High,3.19,No,Yes
Standard,2022-11-06,Hunter's Exalted Orb,Chaos Orb,278.18182,High,3.19,No,Yes
Standard,2022-11-07,Hunter's Exalted Orb,Chaos Orb,277.2,High,3.19,No,Yes
Standard,2022-11-08,Hunter's Exalted Orb,Chaos Orb,283.64246,High,3.19,No,Yes
Standard,2022-11-09,Hunter's Exalted Orb,Chaos Orb,269.86146,High,3.19,No,Yes
Standard,2022-11-10,Hunter's Exalted Orb,Chaos Orb,293.00177,High,3.19,No,Yes
Standard,2022-11-11,Hunter's Exalted Orb,Chaos Orb,295.03157,High,3.19,No,Yes
Standard,2022-11-12,Hunter's Exalted Orb,Chaos Orb,276.768,High,3.19,No,Yes
Standard,2022-11-13,Hunter's Exalted Orb,Chaos Orb,277.62353,High,3.19,No,Yes
Standard,2022-11-14,Hunter's Exalted Orb,Chaos Orb,237.39427,High,3.19,No,Yes
Standard,2022-11-15,Hunter's Exalted Orb,Chaos Orb,227.33367,High,3.19,No,Yes
Standard,2022-11-16,Hunter's Exalted Orb,Chaos Orb,224.87438,High,3.19,No,Yes
Standard,2022-11-17,Hunter's Exalted Orb,Chaos Orb,232.00001,High,3.19,No,Yes
Standard,2022-11-18,Hunter's Exalted Orb,Chaos Orb,232.49987,High,3.19,No,Yes
Standard,2022-11-19,Hunter's Exalted Orb,Chaos Orb,231.0,High,3.19,No,Yes
Standard,2022-11-20,Hunter's Exalted Orb,Chaos Orb,232.49999,High,3.19,No,Yes
Standard,2022-11-21,Hunter's Exalted Orb,Chaos Orb,234.35515,High,3.19,No,Yes
Standard,2022-11-22,Hunter's Exalted Orb,Chaos Orb,234.36791,High,3.19,No,Yes
Standard,2022-11-23,Hunter's Exalted Orb,Chaos Orb,228.62491,High,3.19,No,Yes
Standard,2022-11-24,Hunter's Exalted Orb,Chaos Orb,154.99994,High,3.19,No,Yes
Standard,2022-11-25,Hunter's Exalted Orb,Chaos Orb,219.4107,High,3.19,No,Yes
Standard,2022-11-26,Hunter's Exalted Orb,Chaos Orb,212.25,High,3.19,No,Yes
Standard,2022-11-27,Hunter's Exalted Orb,Chaos Orb,207.23756,High,3.19,No,Yes
Standard,2022-11-28,Hunter's Exalted Orb,Chaos Orb,207.42081,High,3.19,No,Yes
Standard,2022-11-29,Hunter's Exalted Orb,Chaos Orb,158.0,High,3.19,No,Yes
Standard,2022-11-30,Hunter's Exalted Orb,Chaos Orb,157.64093,High,3.19,No,Yes
Standard,2022-12-01,Hunter's Exalted Orb,Chaos Orb,134.8725,High,3.19,No,Yes
Standard,2022-12-02,Hunter's Exalted Orb,Chaos Orb,157.90701,High,3.19,No,Yes
Standard,2022-12-03,Hunter's Exalted Orb,Chaos Orb,198.79057,High,3.19,No,Yes
Standard,2022-12-04,Hunter's Exalted Orb,Chaos Orb,229.05808,High,3.19,No,Yes
Standard,2022-12-05,Hunter's Exalted Orb,Chaos Orb,230.83125,High,3.19,No,Yes
Standard,2022-12-06,Hunter's Exalted Orb,Chaos Orb,228.62873,High,3.19,No,Yes
Standard,2022-08-19,Redeemer's Exalted Orb,Chaos Orb,137.35294,High,3.19,No,Yes
Standard,2022-08-20,Redeemer's Exalted Orb,Chaos Orb,113.32119,High,3.19,No,Yes
Standard,2022-08-21,Redeemer's Exalted Orb,Chaos Orb,112.40526,High,3.19,No,Yes
Standard,2022-08-22,Redeemer's Exalted Orb,Chaos Orb,112.49029,High,3.19,No,Yes
Standard,2022-08-23,Redeemer's Exalted Orb,Chaos Orb,89.37544,High,3.19,No,Yes
Standard,2022-08-24,Redeemer's Exalted Orb,Chaos Orb,79.88749,High,3.19,No,Yes
Standard,2022-08-25,Redeemer's Exalted Orb,Chaos Orb,79.92875,High,3.19,No,Yes
Standard,2022-08-26,Redeemer's Exalted Orb,Chaos Orb,74.14269,High,3.19,No,Yes
Standard,2022-08-27,Redeemer's Exalted Orb,Chaos Orb,68.9,High,3.19,No,Yes
Standard,2022-08-28,Redeemer's Exalted Orb,Chaos Orb,101.60497,High,3.19,No,Yes
Standard,2022-08-29,Redeemer's Exalted Orb,Chaos Orb,156.97333,Medium,3.19,No,Yes
Standard,2022-08-30,Redeemer's Exalted Orb,Chaos Orb,142.85875,High,3.19,No,Yes
Standard,2022-08-31,Redeemer's Exalted Orb,Chaos Orb,85.38555,Medium,3.19,No,Yes
Standard,2022-09-01,Redeemer's Exalted Orb,Chaos Orb,76.52515,Medium,3.19,No,Yes
Standard,2022-09-02,Redeemer's Exalted Orb,Chaos Orb,161.09769,Medium,3.19,No,Yes
Standard,2022-09-03,Redeemer's Exalted Orb,Chaos Orb,157.375,High,3.19,No,Yes
Standard,2022-09-04,Redeemer's Exalted Orb,Chaos Orb,168.625,Medium,3.19,No,Yes
Standard,2022-09-05,Redeemer's Exalted Orb,Chaos Orb,133.73333,Medium,3.19,No,Yes
Standard,2022-09-06,Redeemer's Exalted Orb,Chaos Orb,250.0,Medium,3.19,No,Yes
Standard,2022-09-07,Redeemer's Exalted Orb,Chaos Orb,218.95938,High,3.19,No,Yes
Standard,2022-09-08,Redeemer's Exalted Orb,Chaos Orb,240.0,High,3.19,No,Yes
Standard,2022-09-09,Redeemer's Exalted Orb,Chaos Orb,199.92538,High,3.19,No,Yes
Standard,2022-09-10,Redeemer's Exalted Orb,Chaos Orb,159.0,High,3.19,No,Yes
Standard,2022-09-11,Redeemer's Exalted Orb,Chaos Orb,160.0,High,3.19,No,Yes
Standard,2022-09-12,Redeemer's Exalted Orb,Chaos Orb,159.0,High,3.19,No,Yes
Standard,2022-09-13,Redeemer's Exalted Orb,Chaos Orb,158.94118,High,3.19,No,Yes
Standard,2022-09-14,Redeemer's Exalted Orb,Chaos Orb,157.88925,High,3.19,No,Yes
Standard,2022-09-15,Redeemer's Exalted Orb,Chaos Orb,157.54343,High,3.19,No,Yes
Standard,2022-09-16,Redeemer's Exalted Orb,Chaos Orb,157.39427,High,3.19,No,Yes
Standard,2022-09-17,Redeemer's Exalted Orb,Chaos Orb,156.00536,High,3.19,No,Yes
Standard,2022-09-18,Redeemer's Exalted Orb,Chaos Orb,156.0,High,3.19,No,Yes
Standard,2022-09-19,Redeemer's Exalted Orb,Chaos Orb,155.20755,High,3.19,No,Yes
Standard,2022-09-20,Redeemer's Exalted Orb,Chaos Orb,155.33781,High,3.19,No,Yes
Standard,2022-09-21,Redeemer's Exalted Orb,Chaos Orb,155.90539,High,3.19,No,Yes
Standard,2022-09-22,Redeemer's Exalted Orb,Chaos Orb,156.0,High,3.19,No,Yes
Standard,2022-09-23,Redeemer's Exalted Orb,Chaos Orb,156.83334,High,3.19,No,Yes
Standard,2022-09-24,Redeemer's Exalted Orb,Chaos Orb,156.7039,High,3.19,No,Yes
Standard,2022-09-25,Redeemer's Exalted Orb,Chaos Orb,154.34658,High,3.19,No,Yes
Standard,2022-09-26,Redeemer's Exalted Orb,Chaos Orb,153.98045,High,3.19,No,Yes
Standard,2022-09-27,Redeemer's Exalted Orb,Chaos Orb,155.39421,High,3.19,No,Yes
Standard,2022-09-28,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-09-29,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-09-30,Redeemer's Exalted Orb,Chaos Orb,125.0,High,3.19,No,Yes
Standard,2022-10-01,Redeemer's Exalted Orb,Chaos Orb,138.5,High,3.19,No,Yes
Standard,2022-10-02,Redeemer's Exalted Orb,Chaos Orb,155.0,High,3.19,No,Yes
Standard,2022-10-03,Redeemer's Exalted Orb,Chaos Orb,105.77851,High,3.19,No,Yes
Standard,2022-10-04,Redeemer's Exalted Orb,Chaos Orb,91.84211,High,3.19,No,Yes
Standard,2022-10-05,Redeemer's Exalted Orb,Chaos Orb,150.25822,High,3.19,No,Yes
Standard,2022-10-06,Redeemer's Exalted Orb,Chaos Orb,150.31652,High,3.19,No,Yes
Standard,2022-10-07,Redeemer's Exalted Orb,Chaos Orb,115.0,High,3.19,No,Yes
Standard,2022-10-08,Redeemer's Exalted Orb,Chaos Orb,140.86373,High,3.19,No,Yes
Standard,2022-10-09,Redeemer's Exalted Orb,Chaos Orb,141.28492,High,3.19,No,Yes
Standard,2022-10-10,Redeemer's Exalted Orb,Chaos Orb,116.0,High,3.19,No,Yes
Standard,2022-10-11,Redeemer's Exalted Orb,Chaos Orb,112.22222,High,3.19,No,Yes
Standard,2022-10-12,Redeemer's Exalted Orb,Chaos Orb,119.45455,High,3.19,No,Yes
Standard,2022-10-13,Redeemer's Exalted Orb,Chaos Orb,153.66401,High,3.19,No,Yes
Standard,2022-10-14,Redeemer's Exalted Orb,Chaos Orb,154.0,High,3.19,No,Yes
Standard,2022-10-15,Redeemer's Exalted Orb,Chaos Orb,153.0,High,3.19,No,Yes
Standard,2022-10-16,Redeemer's Exalted Orb,Chaos Orb,154.25,High,3.19,No,Yes
Standard,2022-10-17,Redeemer's Exalted Orb,Chaos Orb,154.5346,High,3.19,No,Yes
Standard,2022-10-18,Redeemer's Exalted Orb,Chaos Orb,128.46154,High,3.19,No,Yes
Standard,2022-10-19,Redeemer's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-10-20,Redeemer's Exalted Orb,Chaos Orb,129.4184,High,3.19,No,Yes
Standard,2022-10-21,Redeemer's Exalted Orb,Chaos Orb,135.25,High,3.19,No,Yes
Standard,2022-10-22,Redeemer's Exalted Orb,Chaos Orb,152.97279,High,3.19,No,Yes
Standard,2022-10-23,Redeemer's Exalted Orb,Chaos Orb,153.16533,High,3.19,No,Yes
Standard,2022-10-24,Redeemer's Exalted Orb,Chaos Orb,138.54688,High,3.19,No,Yes
Standard,2022-10-25,Redeemer's Exalted Orb,Chaos Orb,133.72562,High,3.19,No,Yes
Standard,2022-10-26,Redeemer's Exalted Orb,Chaos Orb,133.89043,High,3.19,No,Yes
Standard,2022-10-27,Redeemer's Exalted Orb,Chaos Orb,107.0,High,3.19,No,Yes
Standard,2022-10-28,Redeemer's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-10-29,Redeemer's Exalted Orb,Chaos Orb,135.0,High,3.19,No,Yes
Standard,2022-10-30,Redeemer's Exalted Orb,Chaos Orb,151.20158,High,3.19,No,Yes
Standard,2022-10-31,Redeemer's Exalted Orb,Chaos Orb,138.57505,High,3.19,No,Yes
Standard,2022-11-01,Redeemer's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-02,Redeemer's Exalted Orb,Chaos Orb,137.29999,High,3.19,No,Yes
Standard,2022-11-03,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-04,Redeemer's Exalted Orb,Chaos Orb,119.01389,High,3.19,No,Yes
Standard,2022-11-05,Redeemer's Exalted Orb,Chaos Orb,150.76837,High,3.19,No,Yes
Standard,2022-11-06,Redeemer's Exalted Orb,Chaos Orb,126.92106,High,3.19,No,Yes
Standard,2022-11-07,Redeemer's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-08,Redeemer's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-11-09,Redeemer's Exalted Orb,Chaos Orb,147.6149,High,3.19,No,Yes
Standard,2022-11-10,Redeemer's Exalted Orb,Chaos Orb,140.12599,High,3.19,No,Yes
Standard,2022-11-11,Redeemer's Exalted Orb,Chaos Orb,139.09995,High,3.19,No,Yes
Standard,2022-11-12,Redeemer's Exalted Orb,Chaos Orb,129.32,High,3.19,No,Yes
Standard,2022-11-13,Redeemer's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-11-14,Redeemer's Exalted Orb,Chaos Orb,121.79918,High,3.19,No,Yes
Standard,2022-11-15,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-16,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-17,Redeemer's Exalted Orb,Chaos Orb,121.79727,High,3.19,No,Yes
Standard,2022-11-18,Redeemer's Exalted Orb,Chaos Orb,118.0,High,3.19,No,Yes
Standard,2022-11-19,Redeemer's Exalted Orb,Chaos Orb,120.71643,High,3.19,No,Yes
Standard,2022-11-20,Redeemer's Exalted Orb,Chaos Orb,127.34278,High,3.19,No,Yes
Standard,2022-11-21,Redeemer's Exalted Orb,Chaos Orb,127.06596,High,3.19,No,Yes
Standard,2022-11-22,Redeemer's Exalted Orb,Chaos Orb,120.30764,High,3.19,No,Yes
Standard,2022-11-23,Redeemer's Exalted Orb,Chaos Orb,126.0,High,3.19,No,Yes
Standard,2022-11-24,Redeemer's Exalted Orb,Chaos Orb,126.80884,High,3.19,No,Yes
Standard,2022-11-25,Redeemer's Exalted Orb,Chaos Orb,124.41665,High,3.19,No,Yes
Standard,2022-11-26,Redeemer's Exalted Orb,Chaos Orb,127.07143,High,3.19,No,Yes
Standard,2022-11-27,Redeemer's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-11-28,Redeemer's Exalted Orb,Chaos Orb,125.13985,High,3.19,No,Yes
Standard,2022-11-29,Redeemer's Exalted Orb,Chaos Orb,125.05929,High,3.19,No,Yes
Standard,2022-11-30,Redeemer's Exalted Orb,Chaos Orb,119.76923,High,3.19,No,Yes
Standard,2022-12-01,Redeemer's Exalted Orb,Chaos Orb,126.02833,High,3.19,No,Yes
Standard,2022-12-02,Redeemer's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-12-03,Redeemer's Exalted Orb,Chaos Orb,110.0,High,3.19,No,Yes
Standard,2022-12-04,Redeemer's Exalted Orb,Chaos Orb,110.68714,High,3.19,No,Yes
Standard,2022-12-05,Redeemer's Exalted Orb,Chaos Orb,126.08,High,3.19,No,Yes
Standard,2022-12-06,Redeemer's Exalted Orb,Chaos Orb,126.36208,High,3.19,No,Yes
Standard,2022-08-19,Intrinsic Catalyst,Chaos Orb,0.89773,High,3.19,No,Yes
Standard,2022-08-20,Intrinsic Catalyst,Chaos Orb,0.86309,High,3.19,No,Yes
Standard,2022-08-21,Intrinsic Catalyst,Chaos Orb,0.47671,High,3.19,No,Yes
Standard,2022-08-22,Intrinsic Catalyst,Chaos Orb,0.43987,High,3.19,No,Yes
Standard,2022-08-23,Intrinsic Catalyst,Chaos Orb,0.40696,High,3.19,No,Yes
Standard,2022-08-24,Intrinsic Catalyst,Chaos Orb,0.43092,High,3.19,No,Yes
Standard,2022-08-25,Intrinsic Catalyst,Chaos Orb,0.33333,High,3.19,No,Yes
Standard,2022-08-26,Intrinsic Catalyst,Chaos Orb,0.33333,High,3.19,No,Yes
Standard,2022-08-27,Intrinsic Catalyst,Chaos Orb,0.92895,High,3.19,No,Yes
Standard,2022-08-28,Intrinsic Catalyst,Chaos Orb,0.57958,High,3.19,No,Yes
Standard,2022-08-29,Intrinsic Catalyst,Chaos Orb,0.94685,High,3.19,No,Yes
Standard,2022-08-30,Intrinsic Catalyst,Chaos Orb,0.76389,High,3.19,No,Yes
Standard,2022-08-31,Intrinsic Catalyst,Chaos Orb,0.89739,High,3.19,No,Yes
Standard,2022-09-01,Intrinsic Catalyst,Chaos Orb,0.99333,High,3.19,No,Yes
Standard,2022-09-02,Intrinsic Catalyst,Chaos Orb,1.0,High,3.19,No,Yes
Standard,2022-09-03,Intrinsic Catalyst,Chaos Orb,0.98039,High,3.19,No,Yes
Standard,2022-09-04,Intrinsic Catalyst,Chaos Orb,0.96033,High,3.19,No,Yes
Standard,2022-09-05,Intrinsic Catalyst,Chaos Orb,0.91807,High,3.19,No,Yes
Standard,2022-09-06,Intrinsic Catalyst,Chaos Orb,0.94245,High,3.19,No,Yes
Standard,2022-09-07,Intrinsic Catalyst,Chaos Orb,0.95157,High,3.19,No,Yes
Standard,2022-09-08,Intrinsic Catalyst,Chaos Orb,0.92726,High,3.19,No,Yes
Standard,2022-09-09,Intrinsic Catalyst,Chaos Orb,0.87955,High,3.19,No,Yes
Standard,2022-09-10,Intrinsic Catalyst,Chaos Orb,0.66667,High,3.19,No,Yes
Standard,2022-09-11,Intrinsic Catalyst,Chaos Orb,0.92619,High,3.19,No,Yes
Standard,2022-09-12,Intrinsic Catalyst,Chaos Orb,0.5,High,3.19,No,Yes
Standard,2022-09-13,Intrinsic Catalyst,Chaos Orb,0.4386,High,3.19,No,Yes
Standard,2022-09-14,Intrinsic Catalyst,Chaos Orb,0.5,High,3.19,No,Yes
