League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Standard,2022-12-05,Fragment of Terror,Chaos Orb,35.92,High,3.19,No,Yes
Standard,2022-12-06,Fragment of Terror,Chaos Orb,50.00008,High,3.19,No,Yes
Standard,2022-08-19,Crusader's Exalted Orb,Chaos Orb,63.26667,High,3.19,No,Yes
Standard,2022-08-20,Crusader's Exalted Orb,Chaos Orb,64.41176,High,3.19,No,Yes
Standard,2022-08-21,Crusader's Exalted Orb,Chaos Orb,76.11176,High,3.19,No,Yes
Standard,2022-08-22,Crusader's Exalted Orb,Chaos Orb,83.91722,High,3.19,No,Yes
Standard,2022-08-23,Crusader's Exalted Orb,Chaos Orb,75.0,High,3.19,No,Yes
Standard,2022-08-24,Crusader's Exalted Orb,Chaos Orb,73.72426,High,3.19,No,Yes
Standard,2022-08-25,Crusader's Exalted Orb,Chaos Orb,77.96412,High,3.19,No,Yes
Standard,2022-08-26,Crusader's Exalted Orb,Chaos Orb,79.83276,High,3.19,No,Yes
Standard,2022-08-27,Crusader's Exalted Orb,Chaos Orb,76.17381,High,3.19,No,Yes
Standard,2022-08-28,Crusader's Exalted Orb,Chaos Orb,73.98611,High,3.19,No,Yes
Standard,2022-08-29,Crusader's Exalted Orb,Chaos Orb,62.00987,High,3.19,No,Yes
Standard,2022-08-30,Crusader's Exalted Orb,Chaos Orb,58.93333,High,3.19,No,Yes
Standard,2022-08-31,Crusader's Exalted Orb,Chaos Orb,59.10571,High,3.19,No,Yes
Standard,2022-09-01,Crusader's Exalted Orb,Chaos Orb,60.0,High,3.19,No,Yes
Standard,2022-09-02,Crusader's Exalted Orb,Chaos Orb,58.82857,Medium,3.19,No,Yes
Standard,2022-09-03,Crusader's Exalted Orb,Chaos Orb,97.85387,Medium,3.19,No,Yes
Standard,2022-09-04,Crusader's Exalted Orb,Chaos Orb,100.8,Medium,3.19,No,Yes
Standard,2022-09-05,Crusader's Exalted Orb,Chaos Orb,54.27295,High,3.19,No,Yes
Standard,2022-09-06,Crusader's Exalted Orb,Chaos Orb,43.58732,High,3.19,No,Yes
Standard,2022-09-07,Crusader's Exalted Orb,Chaos Orb,40.41667,High,3.19,No,Yes
Standard,2022-09-08,Crusader's Exalted Orb,Chaos Orb,92.13821,High,3.19,No,Yes
Standard,2022-09-09,Crusader's Exalted Orb,Chaos Orb,158.43502,High,3.19,No,Yes
Standard,2022-09-10,Crusader's Exalted Orb,Chaos Orb,154.99859,High,3.19,No,Yes
Standard,2022-09-11,Crusader's Exalted Orb,Chaos Orb,160.0,High,3.19,No,Yes
Standard,2022-09-12,Crusader's Exalted Orb,Chaos Orb,157.52024,High,3.19,No,Yes
Standard,2022-09-13,Crusader's Exalted Orb,Chaos Orb,158.24033,High,3.19,No,Yes
Standard,2022-09-14,Crusader's Exalted Orb,Chaos Orb,154.17724,High,3.19,No,Yes
Standard,2022-09-15,Crusader's Exalted Orb,Chaos Orb,151.65369,High,3.19,No,Yes
Standard,2022-09-16,Crusader's Exalted Orb,Chaos Orb,152.4123,High,3.19,No,Yes
Standard,2022-09-17,Crusader's Exalted Orb,Chaos Orb,150.37037,High,3.19,No,Yes
Standard,2022-09-18,Crusader's Exalted Orb,Chaos Orb,151.35214,High,3.19,No,Yes
Standard,2022-09-19,Crusader's Exalted Orb,Chaos Orb,131.875,High,3.19,No,Yes
Standard,2022-09-20,Crusader's Exalted Orb,Chaos Orb,155.02484,High,3.19,No,Yes
Standard,2022-09-21,Crusader's Exalted Orb,Chaos Orb,155.6138,High,3.19,No,Yes
Standard,2022-09-22,Crusader's Exalted Orb,Chaos Orb,154.96895,High,3.19,No,Yes
Standard,2022-09-23,Crusader's Exalted Orb,Chaos Orb,150.44543,High,3.19,No,Yes
Standard,2022-09-24,Crusader's Exalted Orb,Chaos Orb,118.94737,High,3.19,No,Yes
Standard,2022-09-25,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-09-26,Crusader's Exalted Orb,Chaos Orb,118.33333,High,3.19,No,Yes
Standard,2022-09-27,Crusader's Exalted Orb,Chaos Orb,151.37897,High,3.19,No,Yes
Standard,2022-09-28,Crusader's Exalted Orb,Chaos Orb,154.47729,High,3.19,No,Yes
Standard,2022-09-29,Crusader's Exalted Orb,Chaos Orb,154.91667,High,3.19,No,Yes
Standard,2022-09-30,Crusader's Exalted Orb,Chaos Orb,149.0,High,3.19,No,Yes
Standard,2022-10-01,Crusader's Exalted Orb,Chaos Orb,131.53846,High,3.19,No,Yes
Standard,2022-10-02,Crusader's Exalted Orb,Chaos Orb,151.55556,High,3.19,No,Yes
Standard,2022-10-03,Crusader's Exalted Orb,Chaos Orb,130.0,High,3.19,No,Yes
Standard,2022-10-04,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-10-05,Crusader's Exalted Orb,Chaos Orb,129.5,High,3.19,No,Yes
Standard,2022-10-06,Crusader's Exalted Orb,Chaos Orb,107.77778,High,3.19,No,Yes
Standard,2022-10-07,Crusader's Exalted Orb,Chaos Orb,103.02673,High,3.19,No,Yes
Standard,2022-10-08,Crusader's Exalted Orb,Chaos Orb,110.0,High,3.19,No,Yes
Standard,2022-10-09,Crusader's Exalted Orb,Chaos Orb,140.0,High,3.19,No,Yes
Standard,2022-10-10,Crusader's Exalted Orb,Chaos Orb,139.0,High,3.19,No,Yes
Standard,2022-10-11,Crusader's Exalted Orb,Chaos Orb,138.04167,High,3.19,No,Yes
Standard,2022-10-12,Crusader's Exalted Orb,Chaos Orb,104.74208,High,3.19,No,Yes
Standard,2022-10-13,Crusader's Exalted Orb,Chaos Orb,101.2,High,3.19,No,Yes
Standard,2022-10-14,Crusader's Exalted Orb,Chaos Orb,139.5,High,3.19,No,Yes
Standard,2022-10-15,Crusader's Exalted Orb,Chaos Orb,130.66667,High,3.19,No,Yes
Standard,2022-10-16,Crusader's Exalted Orb,Chaos Orb,122.0,High,3.19,No,Yes
Standard,2022-10-17,Crusader's Exalted Orb,Chaos Orb,118.63038,High,3.19,No,Yes
Standard,2022-10-18,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-10-19,Crusader's Exalted Orb,Chaos Orb,95.0,High,3.19,No,Yes
Standard,2022-10-20,Crusader's Exalted Orb,Chaos Orb,95.0,High,3.19,No,Yes
Standard,2022-10-21,Crusader's Exalted Orb,Chaos Orb,95.0,High,3.19,No,Yes
Standard,2022-10-22,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-10-23,Crusader's Exalted Orb,Chaos Orb,91.95555,High,3.19,No,Yes
Standard,2022-10-24,Crusader's Exalted Orb,Chaos Orb,96.53846,High,3.19,No,Yes
Standard,2022-10-25,Crusader's Exalted Orb,Chaos Orb,103.04839,High,3.19,No,Yes
Standard,2022-10-26,Crusader's Exalted Orb,Chaos Orb,119.5,High,3.19,No,Yes
Standard,2022-10-27,Crusader's Exalted Orb,Chaos Orb,119.5625,High,3.19,No,Yes
Standard,2022-10-28,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-10-29,Crusader's Exalted Orb,Chaos Orb,85.58824,High,3.19,No,Yes
Standard,2022-10-30,Crusader's Exalted Orb,Chaos Orb,98.46154,High,3.19,No,Yes
Standard,2022-10-31,Crusader's Exalted Orb,Chaos Orb,104.0,High,3.19,No,Yes
Standard,2022-11-01,Crusader's Exalted Orb,Chaos Orb,93.0,High,3.19,No,Yes
Standard,2022-11-02,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-11-03,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-11-04,Crusader's Exalted Orb,Chaos Orb,105.45455,High,3.19,No,Yes
Standard,2022-11-05,Crusader's Exalted Orb,Chaos Orb,109.85714,High,3.19,No,Yes
Standard,2022-11-06,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-07,Crusader's Exalted Orb,Chaos Orb,139.9855,High,3.19,No,Yes
Standard,2022-11-08,Crusader's Exalted Orb,Chaos Orb,141.20339,High,3.19,No,Yes
Standard,2022-11-09,Crusader's Exalted Orb,Chaos Orb,142.39562,High,3.19,No,Yes
Standard,2022-11-10,Crusader's Exalted Orb,Chaos Orb,144.35665,High,3.19,No,Yes
Standard,2022-11-11,Crusader's Exalted Orb,Chaos Orb,150.05542,High,3.19,No,Yes
Standard,2022-11-12,Crusader's Exalted Orb,Chaos Orb,150.7,High,3.19,No,Yes
Standard,2022-11-13,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-14,Crusader's Exalted Orb,Chaos Orb,115.0,High,3.19,No,Yes
Standard,2022-11-15,Crusader's Exalted Orb,Chaos Orb,139.23262,High,3.19,No,Yes
Standard,2022-11-16,Crusader's Exalted Orb,Chaos Orb,151.39167,High,3.19,No,Yes
Standard,2022-11-17,Crusader's Exalted Orb,Chaos Orb,122.73452,High,3.19,No,Yes
Standard,2022-11-18,Crusader's Exalted Orb,Chaos Orb,126.18667,High,3.19,No,Yes
Standard,2022-11-19,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-20,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-21,Crusader's Exalted Orb,Chaos Orb,120.0,High,3.19,No,Yes
Standard,2022-11-22,Crusader's Exalted Orb,Chaos Orb,123.56767,High,3.19,No,Yes
Standard,2022-11-23,Crusader's Exalted Orb,Chaos Orb,111.06134,High,3.19,No,Yes
Standard,2022-11-24,Crusader's Exalted Orb,Chaos Orb,122.96821,High,3.19,No,Yes
Standard,2022-11-25,Crusader's Exalted Orb,Chaos Orb,98.0,High,3.19,No,Yes
Standard,2022-11-26,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-11-27,Crusader's Exalted Orb,Chaos Orb,120.49624,High,3.19,No,Yes
Standard,2022-11-28,Crusader's Exalted Orb,Chaos Orb,119.62857,High,3.19,No,Yes
Standard,2022-11-29,Crusader's Exalted Orb,Chaos Orb,141.33692,High,3.19,No,Yes
Standard,2022-11-30,Crusader's Exalted Orb,Chaos Orb,99.0,High,3.19,No,Yes
Standard,2022-12-01,Crusader's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-12-02,Crusader's Exalted Orb,Chaos Orb,93.33333,High,3.19,No,Yes
Standard,2022-12-03,Crusader's Exalted Orb,Chaos Orb,140.59091,High,3.19,No,Yes
Standard,2022-12-04,Crusader's Exalted Orb,Chaos Orb,125.02182,High,3.19,No,Yes
Standard,2022-12-05,Crusader's Exalted Orb,Chaos Orb,113.58626,High,3.19,No,Yes
Standard,2022-12-06,Crusader's Exalted Orb,Chaos Orb,125.11386,High,3.19,No,Yes
Standard,2022-08-19,Awakener's Orb,Chaos Orb,402.03525,High,3.19,No,Yes
Standard,2022-08-20,Awakener's Orb,Chaos Orb,399.35,High,3.19,No,Yes
Standard,2022-08-21,Awakener's Orb,Chaos Orb,399.94118,High,3.19,No,Yes
Standard,2022-08-22,Awakener's Orb,Chaos Orb,399.84211,High,3.19,No,Yes
Standard,2022-08-23,Awakener's Orb,Chaos Orb,385.8,High,3.19,No,Yes
Standard,2022-08-24,Awakener's Orb,Chaos Orb,240.0,High,3.19,No,Yes
Standard,2022-08-25,Awakener's Orb,Chaos Orb,91.51666,High,3.19,No,Yes
Standard,2022-08-26,Awakener's Orb,Chaos Orb,91.9158,High,3.19,No,Yes
Standard,2022-08-27,Awakener's Orb,Chaos Orb,58.16163,High,3.19,No,Yes
Standard,2022-08-28,Awakener's Orb,Chaos Orb,79.23611,High,3.19,No,Yes
Standard,2022-08-29,Awakener's Orb,Chaos Orb,85.85084,High,3.19,No,Yes
Standard,2022-08-30,Awakener's Orb,Chaos Orb,52.8111,High,3.19,No,Yes
Standard,2022-08-31,Awakener's Orb,Chaos Orb,94.04929,High,3.19,No,Yes
Standard,2022-09-01,Awakener's Orb,Chaos Orb,31.14785,High,3.19,No,Yes
Standard,2022-09-02,Awakener's Orb,Chaos Orb,259.9125,High,3.19,No,Yes
Standard,2022-09-03,Awakener's Orb,Chaos Orb,326.11765,High,3.19,No,Yes
Standard,2022-09-04,Awakener's Orb,Chaos Orb,334.76975,High,3.19,No,Yes
Standard,2022-09-05,Awakener's Orb,Chaos Orb,350.85387,High,3.19,No,Yes
Standard,2022-09-06,Awakener's Orb,Chaos Orb,312.0,High,3.19,No,Yes
Standard,2022-09-07,Awakener's Orb,Chaos Orb,339.64286,High,3.19,No,Yes
Standard,2022-09-08,Awakener's Orb,Chaos Orb,479.38023,High,3.19,No,Yes
Standard,2022-09-09,Awakener's Orb,Chaos Orb,540.13158,High,3.19,No,Yes
Standard,2022-09-10,Awakener's Orb,Chaos Orb,614.55468,High,3.19,No,Yes
Standard,2022-09-11,Awakener's Orb,Chaos Orb,556.8,High,3.19,No,Yes
Standard,2022-09-12,Awakener's Orb,Chaos Orb,477.0,High,3.19,No,Yes
Standard,2022-09-13,Awakener's Orb,Chaos Orb,474.52056,High,3.19,No,Yes
Standard,2022-09-14,Awakener's Orb,Chaos Orb,473.94753,High,3.19,No,Yes
Standard,2022-09-15,Awakener's Orb,Chaos Orb,475.70976,High,3.19,No,Yes
Standard,2022-09-16,Awakener's Orb,Chaos Orb,459.52105,High,3.19,No,Yes
Standard,2022-09-17,Awakener's Orb,Chaos Orb,471.87322,High,3.19,No,Yes
Standard,2022-09-18,Awakener's Orb,Chaos Orb,468.0,High,3.19,No,Yes
Standard,2022-09-19,Awakener's Orb,Chaos Orb,470.53847,High,3.19,No,Yes
Standard,2022-09-20,Awakener's Orb,Chaos Orb,465.15571,High,3.19,No,Yes
Standard,2022-09-21,Awakener's Orb,Chaos Orb,467.3471,High,3.19,No,Yes
Standard,2022-09-22,Awakener's Orb,Chaos Orb,468.0,High,3.19,No,Yes
Standard,2022-09-23,Awakener's Orb,Chaos Orb,434.90048,High,3.19,No,Yes
Standard,2022-09-24,Awakener's Orb,Chaos Orb,468.2283,High,3.19,No,Yes
Standard,2022-09-25,Awakener's Orb,Chaos Orb,378.06321,High,3.19,No,Yes
Standard,2022-09-26,Awakener's Orb,Chaos Orb,439.9656,High,3.19,No,Yes
Standard,2022-09-27,Awakener's Orb,Chaos Orb,390.0,High,3.19,No,Yes
Standard,2022-09-28,Awakener's Orb,Chaos Orb,428.7681,High,3.19,No,Yes
Standard,2022-09-29,Awakener's Orb,Chaos Orb,390.0,High,3.19,No,Yes
Standard,2022-09-30,Awakener's Orb,Chaos Orb,390.89067,High,3.19,No,Yes
Standard,2022-10-01,Awakener's Orb,Chaos Orb,353.05556,High,3.19,No,Yes
Standard,2022-10-02,Awakener's Orb,Chaos Orb,379.89637,High,3.19,No,Yes
Standard,2022-10-03,Awakener's Orb,Chaos Orb,366.04237,High,3.19,No,Yes
Standard,2022-10-04,Awakener's Orb,Chaos Orb,311.42142,High,3.19,No,Yes
Standard,2022-10-05,Awakener's Orb,Chaos Orb,316.21329,High,3.19,No,Yes
Standard,2022-10-06,Awakener's Orb,Chaos Orb,387.5,High,3.19,No,Yes
Standard,2022-10-07,Awakener's Orb,Chaos Orb,387.22898,High,3.19,No,Yes
Standard,2022-10-08,Awakener's Orb,Chaos Orb,363.93581,High,3.19,No,Yes
Standard,2022-10-09,Awakener's Orb,Chaos Orb,387.5,High,3.19,No,Yes
Standard,2022-10-10,Awakener's Orb,Chaos Orb,360.00479,High,3.19,No,Yes
Standard,2022-10-11,Awakener's Orb,Chaos Orb,387.5,High,3.19,No,Yes
Standard,2022-10-12,Awakener's Orb,Chaos Orb,385.35362,High,3.19,No,Yes
Standard,2022-10-13,Awakener's Orb,Chaos Orb,385.0,High,3.19,No,Yes
Standard,2022-10-14,Awakener's Orb,Chaos Orb,384.00048,High,3.19,No,Yes
Standard,2022-10-15,Awakener's Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-10-16,Awakener's Orb,Chaos Orb,362.32072,High,3.19,No,Yes
Standard,2022-10-17,Awakener's Orb,Chaos Orb,370.52961,High,3.19,No,Yes
Standard,2022-10-18,Awakener's Orb,Chaos Orb,368.52657,High,3.19,No,Yes
Standard,2022-10-19,Awakener's Orb,Chaos Orb,384.99975,High,3.19,No,Yes
Standard,2022-10-20,Awakener's Orb,Chaos Orb,369.6,High,3.19,No,Yes
Standard,2022-10-21,Awakener's Orb,Chaos Orb,309.88803,High,3.19,No,Yes
Standard,2022-10-22,Awakener's Orb,Chaos Orb,308.0,High,3.19,No,Yes
Standard,2022-10-23,Awakener's Orb,Chaos Orb,298.75993,High,3.19,No,Yes
Standard,2022-10-24,Awakener's Orb,Chaos Orb,303.06667,High,3.19,No,Yes
Standard,2022-10-25,Awakener's Orb,Chaos Orb,308.57402,High,3.19,No,Yes
Standard,2022-10-26,Awakener's Orb,Chaos Orb,308.0,High,3.19,No,Yes
Standard,2022-10-27,Awakener's Orb,Chaos Orb,308.45833,High,3.19,No,Yes
Standard,2022-10-28,Awakener's Orb,Chaos Orb,307.99993,High,3.19,No,Yes
Standard,2022-10-29,Awakener's Orb,Chaos Orb,306.0,High,3.19,No,Yes
Standard,2022-10-30,Awakener's Orb,Chaos Orb,307.99983,High,3.19,No,Yes
Standard,2022-10-31,Awakener's Orb,Chaos Orb,302.26888,High,3.19,No,Yes
Standard,2022-11-01,Awakener's Orb,Chaos Orb,300.0,High,3.19,No,Yes
Standard,2022-11-02,Awakener's Orb,Chaos Orb,295.72475,High,3.19,No,Yes
Standard,2022-11-03,Awakener's Orb,Chaos Orb,306.73811,High,3.19,No,Yes
Standard,2022-11-04,Awakener's Orb,Chaos Orb,307.5408,High,3.19,No,Yes
Standard,2022-11-05,Awakener's Orb,Chaos Orb,307.44445,High,3.19,No,Yes
Standard,2022-11-06,Awakener's Orb,Chaos Orb,307.34625,High,3.19,No,Yes
Standard,2022-11-07,Awakener's Orb,Chaos Orb,293.97844,High,3.19,No,Yes
Standard,2022-11-08,Awakener's Orb,Chaos Orb,306.768,High,3.19,No,Yes
Standard,2022-11-09,Awakener's Orb,Chaos Orb,302.4287,High,3.19,No,Yes
Standard,2022-11-10,Awakener's Orb,Chaos Orb,308.5848,High,3.19,No,Yes
Standard,2022-11-11,Awakener's Orb,Chaos Orb,308.0,High,3.19,No,Yes
Standard,2022-11-12,Awakener's Orb,Chaos Orb,303.78947,High,3.19,No,Yes
Standard,2022-11-13,Awakener's Orb,Chaos Orb,307.0386,High,3.19,No,Yes
Standard,2022-11-14,Awakener's Orb,Chaos Orb,303.50714,High,3.19,No,Yes
Standard,2022-11-15,Awakener's Orb,Chaos Orb,277.86959,High,3.19,No,Yes
Standard,2022-11-16,Awakener's Orb,Chaos Orb,307.07753,High,3.19,No,Yes
Standard,2022-11-17,Awakener's Orb,Chaos Orb,309.28081,High,3.19,No,Yes
Standard,2022-11-18,Awakener's Orb,Chaos Orb,309.33334,High,3.19,No,Yes
Standard,2022-11-19,Awakener's Orb,Chaos Orb,301.65963,High,3.19,No,Yes
Standard,2022-11-20,Awakener's Orb,Chaos Orb,284.44713,High,3.19,No,Yes
Standard,2022-11-21,Awakener's Orb,Chaos Orb,244.99748,High,3.19,No,Yes
Standard,2022-11-22,Awakener's Orb,Chaos Orb,310.0,High,3.19,No,Yes
Standard,2022-11-23,Awakener's Orb,Chaos Orb,300.7,High,3.19,No,Yes
Standard,2022-11-24,Awakener's Orb,Chaos Orb,301.65052,High,3.19,No,Yes
Standard,2022-11-25,Awakener's Orb,Chaos Orb,296.80057,High,3.19,No,Yes
Standard,2022-11-26,Awakener's Orb,Chaos Orb,300.0,High,3.19,No,Yes
Standard,2022-11-27,Awakener's Orb,Chaos Orb,310.36962,High,3.19,No,Yes
Standard,2022-11-28,Awakener's Orb,Chaos Orb,310.11613,High,3.19,No,Yes
Standard,2022-11-29,Awakener's Orb,Chaos Orb,312.13618,High,3.19,No,Yes
Standard,2022-11-30,Awakener's Orb,Chaos Orb,312.38194,High,3.19,No,Yes
Standard,2022-12-01,Awakener's Orb,Chaos Orb,304.73684,High,3.19,No,Yes
Standard,2022-12-02,Awakener's Orb,Chaos Orb,312.21268,High,3.19,No,Yes
Standard,2022-12-03,Awakener's Orb,Chaos Orb,311.89957,High,3.19,No,Yes
Standard,2022-12-04,Awakener's Orb,Chaos Orb,313.62475,High,3.19,No,Yes
Standard,2022-12-05,Awakener's Orb,Chaos Orb,304.50758,High,3.19,No,Yes
Standard,2022-12-06,Awakener's Orb,Chaos Orb,318.30055,High,3.19,No,Yes
Standard,2022-08-19,Warlord's Exalted Orb,Chaos Orb,121.03939,High,3.19,No,Yes
Standard,2022-08-20,Warlord's Exalted Orb,Chaos Orb,124.44567,High,3.19,No,Yes
Standard,2022-08-21,Warlord's Exalted Orb,Chaos Orb,118.50768,High,3.19,No,Yes
Standard,2022-08-22,Warlord's Exalted Orb,Chaos Orb,114.0,High,3.19,No,Yes
Standard,2022-08-23,Warlord's Exalted Orb,Chaos Orb,100.0,High,3.19,No,Yes
Standard,2022-08-24,Warlord's Exalted Orb,Chaos Orb,79.88536,High,3.19,No,Yes
Standard,2022-08-25,Warlord's Exalted Orb,Chaos Orb,79.61403,High,3.19,No,Yes
Standard,2022-08-26,Warlord's Exalted Orb,Chaos Orb,60.51397,High,3.19,No,Yes
Standard,2022-08-27,Warlord's Exalted Orb,Chaos Orb,82.77058,High,3.19,No,Yes
Standard,2022-08-28,Warlord's Exalted Orb,Chaos Orb,85.3925,High,3.19,No,Yes
Standard,2022-08-29,Warlord's Exalted Orb,Chaos Orb,74.89262,High,3.19,No,Yes
Standard,2022-08-30,Warlord's Exalted Orb,Chaos Orb,57.16667,High,3.19,No,Yes
Standard,2022-08-31,Warlord's Exalted Orb,Chaos Orb,70.89999,High,3.19,No,Yes
Standard,2022-09-01,Warlord's Exalted Orb,Chaos Orb,60.63158,High,3.19,No,Yes
Standard,2022-09-02,Warlord's Exalted Orb,Chaos Orb,73.49008,Medium,3.19,No,Yes
Standard,2022-09-03,Warlord's Exalted Orb,Chaos Orb,84.26925,High,3.19,No,Yes
Standard,2022-09-04,Warlord's Exalted Orb,Chaos Orb,184.53125,Medium,3.19,No,Yes
Standard,2022-09-05,Warlord's Exalted Orb,Chaos Orb,140.38462,Medium,3.19,No,Yes
Standard,2022-09-06,Warlord's Exalted Orb,Chaos Orb,111.96,Medium,3.19,No,Yes
Standard,2022-09-07,Warlord's Exalted Orb,Chaos Orb,120.37895,Medium,3.19,No,Yes
Standard,2022-09-08,Warlord's Exalted Orb,Chaos Orb,240.0,High,3.19,No,Yes
Standard,2022-09-09,Warlord's Exalted Orb,Chaos Orb,246.85683,High,3.19,No,Yes
Standard,2022-09-10,Warlord's Exalted Orb,Chaos Orb,237.57049,High,3.19,No,Yes
Standard,2022-09-11,Warlord's Exalted Orb,Chaos Orb,226.76471,High,3.19,No,Yes
Standard,2022-09-12,Warlord's Exalted Orb,Chaos Orb,159.12766,High,3.19,No,Yes
Standard,2022-09-13,Warlord's Exalted Orb,Chaos Orb,238.41176,High,3.19,No,Yes
Standard,2022-09-14,Warlord's Exalted Orb,Chaos Orb,158.5016,High,3.19,No,Yes
Standard,2022-09-15,Warlord's Exalted Orb,Chaos Orb,158.0,High,3.19,No,Yes
Standard,2022-09-16,Warlord's Exalted Orb,Chaos Orb,157.85038,High,3.19,No,Yes
Standard,2022-09-17,Warlord's Exalted Orb,Chaos Orb,220.0,High,3.19,No,Yes
Standard,2022-09-18,Warlord's Exalted Orb,Chaos Orb,156.85641,High,3.19,No,Yes
Standard,2022-09-19,Warlord's Exalted Orb,Chaos Orb,230.52632,High,3.19,No,Yes
Standard,2022-09-20,Warlord's Exalted Orb,Chaos Orb,155.8,High,3.19,No,Yes
Standard,2022-09-21,Warlord's Exalted Orb,Chaos Orb,155.89879,High,3.19,No,Yes
Standard,2022-09-22,Warlord's Exalted Orb,Chaos Orb,155.66746,High,3.19,No,Yes
Standard,2022-09-23,Warlord's Exalted Orb,Chaos Orb,155.78135,High,3.19,No,Yes
Standard,2022-09-24,Warlord's Exalted Orb,Chaos Orb,156.70106,High,3.19,No,Yes
Standard,2022-09-25,Warlord's Exalted Orb,Chaos Orb,156.78961,High,3.19,No,Yes
Standard,2022-09-26,Warlord's Exalted Orb,Chaos Orb,156.88239,High,3.19,No,Yes
Standard,2022-09-27,Warlord's Exalted Orb,Chaos Orb,155.76923,High,3.19,No,Yes
Standard,2022-09-28,Warlord's Exalted Orb,Chaos Orb,153.3241,High,3.19,No,Yes
Standard,2022-09-29,Warlord's Exalted Orb,Chaos Orb,155.74701,High,3.19,No,Yes
Standard,2022-09-30,Warlord's Exalted Orb,Chaos Orb,155.6689,High,3.19,No,Yes
Standard,2022-10-01,Warlord's Exalted Orb,Chaos Orb,153.0,High,3.19,No,Yes
Standard,2022-10-02,Warlord's Exalted Orb,Chaos Orb,155.0,High,3.19,No,Yes
Standard,2022-10-03,Warlord's Exalted Orb,Chaos Orb,154.20559,High,3.19,No,Yes
Standard,2022-10-04,Warlord's Exalted Orb,Chaos Orb,153.58567,High,3.19,No,Yes
Standard,2022-10-05,Warlord's Exalted Orb,Chaos Orb,154.36511,High,3.19,No,Yes
Standard,2022-10-06,Warlord's Exalted Orb,Chaos Orb,155.0,High,3.19,No,Yes
Standard,2022-10-07,Warlord's Exalted Orb,Chaos Orb,131.9,High,3.19,No,Yes
Standard,2022-10-08,Warlord's Exalted Orb,Chaos Orb,126.99335,High,3.19,No,Yes
Standard,2022-10-09,Warlord's Exalted Orb,Chaos Orb,152.0,High,3.19,No,Yes
Standard,2022-10-10,Warlord's Exalted Orb,Chaos Orb,155.0,High,3.19,No,Yes
Standard,2022-10-11,Warlord's Exalted Orb,Chaos Orb,155.0,High,3.19,No,Yes
Standard,2022-10-12,Warlord's Exalted Orb,Chaos Orb,154.19494,High,3.19,No,Yes
Standard,2022-10-13,Warlord's Exalted Orb,Chaos Orb,134.44444,High,3.19,No,Yes
Standard,2022-10-14,Warlord's Exalted Orb,Chaos Orb,151.48586,High,3.19,No,Yes
Standard,2022-10-15,Warlord's Exalted Orb,Chaos Orb,150.22685,High,3.19,No,Yes
Standard,2022-10-16,Warlord's Exalted Orb,Chaos Orb,150.09457,High,3.19,No,Yes
Standard,2022-10-17,Warlord's Exalted Orb,Chaos Orb,151.88007,High,3.19,No,Yes
Standard,2022-10-18,Warlord's Exalted Orb,Chaos Orb,153.27179,High,3.19,No,Yes
Standard,2022-10-19,Warlord's Exalted Orb,Chaos Orb,153.55,High,3.19,No,Yes
Standard,2022-10-20,Warlord's Exalted Orb,Chaos Orb,131.25,High,3.19,No,Yes
Standard,2022-10-21,Warlord's Exalted Orb,Chaos Orb,132.91468,High,3.19,No,Yes
Standard,2022-10-22,Warlord's Exalted Orb,Chaos Orb,153.43954,High,3.19,No,Yes
Standard,2022-10-23,Warlord's Exalted Orb,Chaos Orb,151.2,High,3.19,No,Yes
Standard,2022-10-24,Warlord's Exalted Orb,Chaos Orb,149.91667,High,3.19,No,Yes
Standard,2022-10-25,Warlord's Exalted Orb,Chaos Orb,154.37059,High,3.19,No,Yes
Standard,2022-10-26,Warlord's Exalted Orb,Chaos Orb,154.0,High,3.19,No,Yes
Standard,2022-10-27,Warlord's Exalted Orb,Chaos Orb,154.04588,High,3.19,No,Yes
Standard,2022-10-28,Warlord's Exalted Orb,Chaos Orb,138.59994,High,3.19,No,Yes
Standard,2022-10-29,Warlord's Exalted Orb,Chaos Orb,135.98889,High,3.19,No,Yes
Standard,2022-10-30,Warlord's Exalted Orb,Chaos Orb,141.19149,High,3.19,No,Yes
